ID,POS,#,Name,Nickname,Age,NAT,City,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc
34201,CF,21,HARRY CARR,,17,USA,"Akron, OH","5' 10""",150 lbs,Right,Right,Buchtel,-,Average,HS Junior,1,NEU,80-83 Mph,Over the Top,Normal,69,69,353,304,145,36,16,5,85,115,33,11,57,0.477,0.53,0.75,133.7,19.7,0.273,0.529,1.28,0.479,0,6.6,0,66,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33715,SP,42,JESSE CAVANAGH,,17,USA,"Oregon City, OR","5' 10""",155 lbs,Left,Left,Oregon City,-,Average,HS Junior,3,NEU,87-89 Mph,Over the Top,Normal,14,14,73,59,22,10,2,0,18,20,2,9,12,0.373,0.382,0.61,13.8,7.2,0.237,0.376,0.993,0.4,0,0.4,0,11,5,29,15,6,2,2,0,0,121,88,5,37,30,55,147,2.23,0.253,1.18,10.8,0.4,6.5,4.1,10.9,2.7,0,0,0,0,2.72,0,3.5,3.8,Slot,-,Average
33900,RF,11,ERNIE CHAMNESS,,17,USA,"Torrington, CT","5' 10""",160 lbs,Left,Left,Torrington,-,Average,HS Junior,1,EX FB,80-83 Mph,Over the Top,Normal,65,65,333,279,118,38,8,4,69,102,40,14,50,0.423,0.492,0.659,95.9,13.6,0.237,0.479,1.152,0.429,0,4.7,0,43,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33866,SP,1,BERT CHARLES,,17,USA,"Brooklyn, NY","6' 0""",155 lbs,Right,Right,Perth Amboy,-,Average,HS Junior,3,NEU,86-88 Mph,Over the Top,Normal,33,33,172,158,69,14,2,3,44,65,7,9,19,0.437,0.462,0.608,44.5,11.9,0.171,0.453,1.069,0.446,0,2.1,0,13,7,26,26,16,4,0,0,0,193,164,7,52,45,45,215,2.1,0.282,1.08,9.8,0.3,7.6,2.1,10,4.8,0,0,0,0,2.16,0,8,7.7,Slot,-,Average
33914,CF,15,PERSHING CHRISTIAN,,17,USA,"Oakland, CA","5' 7""",125 lbs,Left,Left,Fremont,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,71,71,360,293,127,38,12,8,83,110,45,15,58,0.433,0.517,0.727,120.6,17.1,0.294,0.514,1.244,0.431,0,6.2,0,43,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33583,C,27,BOB CLARK,,16,USA,"Paris, TX","5' 11""",165 lbs,Right,Right,Sherman,-,Average,HS Junior,3,NEU,80-83 Mph,Normal (3/4),Normal,51,51,262,211,85,22,2,6,61,83,41,16,30,0.403,0.49,0.611,69.5,13.6,0.209,0.462,1.102,0.407,0,3.3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33547,RF,23,LOU CLARK,,20,USA,"Oakland, CA","6' 2""",200 lbs,Left,Left,Coastal California,-,Great,CO Sophomore,1,FB,80-83 Mph,Over the Top,Normal,96,96,482,451,151,25,2,0,84,121,21,6,27,0.335,0.365,0.399,69.5,5.9,0.064,0.337,0.764,0.337,0,0.9,0,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33969,3B,13,ZACHARY CLARK,,17,USA,"New York, NY","6' 1""",175 lbs,Right,Right,Monroe,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,67,67,346,302,142,32,1,5,85,109,38,14,38,0.47,0.523,0.632,105.7,16.1,0.162,0.497,1.156,0.477,0,5.5,0,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33924,SS,46,ERNIE CLAYTON,,17,USA,"San Diego, TX","6' 2""",170 lbs,Right,Right,San Diego,-,Average,HS Junior,1,NEU,80-83 Mph,Over the Top,Normal,68,68,343,295,140,33,13,6,83,117,31,13,52,0.475,0.516,0.736,125.1,19.2,0.261,0.515,1.252,0.472,0,5.9,0,46,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33719,1B,20,EDDIE COBB,,20,USA,"Cleveland, TN","5' 10""",195 lbs,Right,Right,Springfield State,-,Great,CO Sophomore,1,FB,80-83 Mph,Sidearm,Normal,87,87,437,359,95,22,2,14,59,80,56,38,38,0.265,0.387,0.454,71.3,7.1,0.189,0.373,0.841,0.26,0,2.1,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33800,RF,20,LEE COLE,,17,USA,"Paducah, KY","5' 9""",145 lbs,Left,Left,Tupelo,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,52,52,265,217,97,33,3,4,64,87,30,12,40,0.447,0.517,0.682,82.7,16.7,0.235,0.499,1.199,0.449,0,4.2,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33554,CF,34,HOWARD COLEMAN,,17,USA,"Wilmington, DE","6' 3""",165 lbs,Left,Left,Beverly,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,50,50,257,212,89,20,10,2,52,73,31,15,32,0.42,0.506,0.637,78.7,15.1,0.217,0.482,1.143,0.442,0,3.7,0,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33942,C,22,RUDY CONNER,,17,USA,"Maynardville, TN","5' 9""",175 lbs,Right,Right,Maynardville,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,68,68,345,290,127,32,3,7,79,112,43,19,42,0.438,0.515,0.641,102.3,15.8,0.203,0.493,1.156,0.449,0,5.3,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33966,SP,16,ART COURTNEY,,17,USA,"Westerville, OH","5' 10""",145 lbs,Switch,Right,Westerville,-,Average,HS Junior,4,EX GB,87-89 Mph,Normal (3/4),GB'er,57,57,288,269,101,23,2,1,63,81,2,23,26,0.375,0.377,0.487,50.5,7.2,0.112,0.364,0.864,0.397,0,1.2,0,17,8,46,27,17,1,0,0,0,217.1,128,2,33,29,76,315,1.2,0.252,0.94,8.6,0.1,5.3,3.1,13,4.1,0,0,0,0,1.53,0,10.5,11.5,Slot,-,Average
33846,CF,21,AL COX,,20,USA,"Humboldt, TN","6' 0""",175 lbs,Right,Right,Rutherford College,-,Good,CO Sophomore,1,FB,80-83 Mph,Sidearm,Normal,48,48,242,205,54,10,4,6,40,44,32,28,20,0.263,0.364,0.439,39.3,6.5,0.176,0.35,0.803,0.279,0,0.7,0,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33952,SS,15,JIMMIE CRANE,,17,USA,"Williamstown, NJ","5' 10""",150 lbs,Right,Right,Williamstown,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,74,74,374,318,146,36,7,0,85,120,35,9,43,0.459,0.516,0.616,124.3,16.9,0.157,0.482,1.133,0.463,0,5.4,0,97,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33949,SP,18,HENRY CRONCE,,16,USA,"Versailles, IN","5' 9""",140 lbs,Right,Right,Versailles,-,Average,HS Junior,3,NEU,85-87 Mph,Normal (3/4),Normal,17,17,90,78,28,15,2,3,24,25,2,11,20,0.359,0.372,0.718,19.6,8.3,0.359,0.419,1.09,0.368,0,0.8,0,13,6,42,42,23,9,0,0,0,327.1,295,13,109,103,119,308,2.83,0.284,1.26,11.5,0.4,8.1,3.3,8.5,2.6,0,0,0,0,2.98,0,9.1,10.2,Slot,-,Average
33818,LF,35,BILL CULP,,20,USA,"Louisville, KY","6' 2""",205 lbs,Right,Right,Tallmadge State,-,Good,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,109,109,550,468,126,23,2,10,91,98,72,63,35,0.269,0.369,0.391,75.6,5.8,0.122,0.342,0.76,0.291,0,1.2,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33959,1B,35,FRANK CUNNINGHAM,,17,USA,"Stamford, CT","6' 1""",190 lbs,Left,Left,Stamford,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,72,72,366,302,156,40,0,8,98,128,39,6,48,0.517,0.593,0.728,141.7,24.4,0.212,0.563,1.322,0.51,0,7.9,0,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33537,C,21,JOE CUNNINGHAM,,17,USA,"Cleveland, OH","5' 11""",170 lbs,Right,Right,Oak Hill,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,40,40,206,165,67,19,2,2,39,59,34,15,23,0.406,0.507,0.582,53.9,13.1,0.176,0.467,1.089,0.433,0,2.7,0,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
35612,SP,17,AL DAY,HAPPY,20,USA,"New Britain, CT","6' 1""",165 lbs,Right,Left,Bulein,-,Good,CO Sophomore,3,NEU,85-87 Mph,Normal (3/4),Normal,18,18,92,84,33,14,1,5,26,33,2,11,20,0.393,0.389,0.762,23.5,10.1,0.369,0.454,1.151,0.389,0,1.1,0,13,6,58,58,24,18,0,0,0,399.1,334,16,148,138,198,434,3.11,0.293,1.33,12.1,0.4,7.5,4.5,9.8,2.2,0,0,0,0,3.08,0,11,11.2,Slot,-,Average
33992,3B,71,VIC DAY,,17,USA,"Akron, OH","5' 7""",150 lbs,Switch,Right,North,-,Average,HS Junior,1,NEU,80-83 Mph,Over the Top,Normal,68,68,347,308,128,35,2,6,75,112,30,14,43,0.416,0.475,0.601,92.3,12.9,0.185,0.463,1.076,0.422,0,4.5,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33760,C,11,JOHNNY DECKER,,20,USA,"Detroit, MI","6' 0""",190 lbs,Right,Right,Laclede,-,Average,CO Sophomore,1,NEU,80-83 Mph,Over the Top,Normal,97,97,489,440,141,16,14,4,83,88,38,6,34,0.32,0.378,0.448,86.4,7.3,0.127,0.36,0.826,0.317,0,1.9,0,71,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33743,RF,27,JACK DENSON,,17,USA,"Columbus, NE","6' 2""",180 lbs,Left,Left,Malvern,-,Average,HS Junior,1,NEU,80-83 Mph,Over the Top,Normal,45,45,227,181,77,24,3,4,44,58,30,11,31,0.425,0.533,0.657,70.2,17.4,0.232,0.51,1.19,0.435,0,3.8,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33574,RF,13,SAMMY DILLON,,20,USA,"Indianapolis, IN","5' 11""",165 lbs,Right,Right,Mississippi A&M,-,Great,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,99,99,498,411,112,25,2,21,86,97,72,47,48,0.273,0.389,0.496,87.5,7.2,0.224,0.383,0.886,0.264,0,2.9,0,51,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33923,SS,93,KARL DIXON,,17,USA,"Carey, OH","5' 10""",155 lbs,Right,Right,Carey,-,Average,HS Junior,1,FB,80-83 Mph,Sidearm,Normal,68,68,349,311,144,39,10,6,94,122,20,8,55,0.463,0.497,0.711,112,15.2,0.248,0.5,1.208,0.457,0,5.6,0,51,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33505,RP,11,TOM DIXON,,20,USA,"Sioux City, IA","6' 5""",205 lbs,Right,Right,Oklahoma City Baptist,-,Fair,CO Sophomore,4,GB,84-86 Mph,Sidearm,GB'er,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,3,7,0,0,0,102.2,123,6,59,55,39,41,4.82,0.319,1.58,14.3,0.5,10.8,3.4,3.6,1.1,0,0,0,0,4.33,0,0.9,0.4,Slot,-,Average
33576,SP,7,JOHN DOBRZYNSKI,,20,USA,"Philadelphia, PA","5' 10""",170 lbs,Right,Right,Eastern State,-,Great,CO Sophomore,3,EX GB,89-91 Mph,Normal (3/4),GB'er,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,14,9,0,0,0,224.2,218,7,95,89,96,153,3.57,0.302,1.4,12.7,0.3,8.7,3.8,6.1,1.6,0,0,0,0,3.58,0,4.4,4.6,Slot,-,Average
33889,SP,11,JACK DONAGHY,,17,USA,"Portland, OR","5' 11""",150 lbs,Left,Left,Portland Lutheran,-,Average,HS Junior,3,GB,86-88 Mph,Normal (3/4),GB'er,30,30,156,142,51,13,2,0,33,44,7,15,15,0.359,0.39,0.479,27.4,7.5,0.12,0.373,0.868,0.392,0,0.8,0,4,3,40,40,24,5,0,0,0,293,240,9,84,74,103,270,2.27,0.258,1.17,10.7,0.3,7.4,3.2,8.3,2.6,0,0,0,0,2.85,0,8.7,10.9,Slot,-,Average
33762,SP,7,JIM DOUGLASS,,19,USA,"Haddonfield, NJ","6' 5""",200 lbs,Right,Right,Eastern State,-,Great,CO Sophomore,3,EX GB,90-92 Mph,Normal (3/4),GB'er,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,29,15,5,0,0,0,198.2,170,6,63,59,72,196,2.67,0.302,1.22,11.1,0.3,7.7,3.3,8.9,2.7,0,0,0,0,2.74,0,6.1,6.4,Slot,-,Average
33494,CF,16,SAM DRANEY,,16,USA,"Richmond, VA","5' 10""",150 lbs,Left,Left,Charlottesville,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,25,25,126,103,43,11,4,1,26,31,19,6,16,0.417,0.508,0.631,39,16.5,0.214,0.487,1.139,0.429,0,1.9,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
34354,3B,23,PIP DUNCAN,,17,USA,"Healdsburg, CA","5' 11""",170 lbs,Right,Right,Healdsburg,-,Average,HS Junior,3,NEU,-,Normal (3/4),Normal,73,73,369,309,129,36,6,3,79,105,37,17,45,0.417,0.49,0.602,100.2,13.8,0.184,0.464,1.092,0.429,0,4.7,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33597,SP,15,NORM EATON,,20,USA,"Hammond, IN","6' 0""",170 lbs,Left,Left,Bluegrass State,-,Great,CO Sophomore,5,NEU,85-87 Mph,Sidearm,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,7,14,0,0,0,211,249,30,145,140,114,117,5.97,0.31,1.72,15.6,1.3,10.6,4.9,5,1,0,0,0,0,5.59,0,-0.9,-1.1,Slot,-,Average
33584,RF,3,PETE ELDER,,16,USA,"Lorain, OH","6' 0""",170 lbs,Right,Right,Bellville,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,48,48,248,202,87,20,2,7,54,68,27,6,29,0.431,0.514,0.653,73.8,15.8,0.223,0.493,1.168,0.415,0,3.8,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33919,CF,24,HAPPY ELLISON,,17,USA,"Cincinnati, OH","6' 2""",175 lbs,Switch,Right,Sycamore,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,72,72,365,314,170,50,14,4,94,158,29,8,68,0.541,0.586,0.828,165.2,26.5,0.287,0.584,1.414,0.541,0,8.5,0,58,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33550,SS,3,SNIPE ELLISON,SIDNEY,19,USA,"New York, NY","5' 10""",160 lbs,Right,Right,Eastern State,-,Great,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,88,88,445,411,132,23,10,7,82,112,25,6,40,0.321,0.363,0.477,75.7,6.7,0.156,0.363,0.84,0.312,0,1.8,0,63,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33745,2B,23,MOOSE ELY,,17,USA,"Simpsonville, SC","5' 9""",155 lbs,Right,Right,Simpsonville,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,48,48,245,203,89,29,1,7,63,74,33,9,37,0.438,0.521,0.695,77.8,16.8,0.256,0.509,1.215,0.434,0,4.1,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33807,C,7,BILL EMERY,,17,USA,"Middletown, NY","5' 8""",145 lbs,Right,Right,Trenton,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,48,48,246,202,84,19,3,1,50,60,37,10,23,0.416,0.51,0.554,63.6,13.6,0.139,0.466,1.065,0.43,0,3.2,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33491,CF,65,JIMMY ERNST,,16,CAN,"Burlington, ON","6' 1""",165 lbs,Left,Left,Wellsburg,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,22,22,110,92,39,10,5,2,25,29,15,4,17,0.424,0.509,0.707,37.1,17,0.283,0.504,1.216,0.43,0,1.8,0,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33988,C,22,WALT EVANS,,17,USA,"Blue Island, IL","5' 11""",170 lbs,Right,Right,Blue Island,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,70,70,361,308,129,42,3,5,86,113,39,13,50,0.419,0.489,0.623,99,13.6,0.205,0.471,1.112,0.423,0,4.9,0,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33729,SS,6,GENE FANTA,,17,USA,"Whiteville, TN","5' 11""",150 lbs,Right,Right,Waverly,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,50,50,256,222,107,23,4,1,62,97,23,5,28,0.482,0.528,0.635,87.7,17.5,0.153,0.498,1.163,0.48,0,4,0,65,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33824,SP,15,DICK FARMER,,17,USA,"Tyler, TX","6' 2""",160 lbs,Right,Right,Glen Rose,-,Average,HS Junior,3,NEU,85-87 Mph,Normal (3/4),Normal,9,9,46,45,16,7,0,0,12,11,0,6,7,0.356,0.37,0.511,8.5,7.6,0.156,0.381,0.881,0.41,0,0.3,0,2,1,30,30,16,6,0,0,0,226,179,9,58,53,76,211,2.11,0.246,1.13,10.2,0.4,7.1,3,8.4,2.8,0,0,0,0,2.89,0,6.6,9.4,Slot,-,Average
33761,SP,14,RUBE FINEGAN,,20,USA,"Oakland, CA","5' 9""",175 lbs,Right,Right,Lane State,-,Great,CO Sophomore,4,NEU,83-85 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,27,8,10,0,0,0,184.2,196,10,101,96,104,116,4.68,0.31,1.62,14.7,0.5,9.6,5.1,5.7,1.1,0,0,0,0,4.37,0,1.6,1.3,Slot,-,Average
33585,RP,25,RUBE FINLEY,,16,USA,"Baltimore, MD","5' 11""",150 lbs,Left,Left,New Oxford,-,Average,HS Junior,3,NEU,84-86 Mph,Over the Top,Normal,25,25,125,117,43,10,1,3,28,37,2,10,14,0.368,0.369,0.547,24,8,0.179,0.379,0.916,0.374,0,0.7,0,1,1,26,15,8,2,0,0,0,118.2,99,4,34,32,42,118,2.43,0.271,1.19,10.9,0.3,7.5,3.2,8.9,2.8,0,0,0,0,2.79,0,3.4,4.1,Slot,-,Average
33742,SP,4,AL FINNEGAN,,16,USA,"Waltham, MA","6' 2""",165 lbs,Right,Right,Wooster,-,Average,HS Junior,3,GB,83-85 Mph,Normal (3/4),GB'er,50,50,256,238,82,13,2,2,50,64,8,27,17,0.345,0.368,0.441,40.1,6.5,0.097,0.347,0.809,0.379,0,0.7,0,7,3,25,25,14,5,0,0,0,191.1,141,4,44,38,63,206,1.79,0.25,1.07,9.7,0.2,6.6,3,9.7,3.3,0,0,0,0,2.35,0,7.2,8.7,Slot,-,Average
33740,CF,45,ARCH FISHER,,17,USA,"Toledo, OH","5' 11""",165 lbs,Right,Right,Paulding,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,42,42,218,189,88,25,7,3,59,73,22,4,35,0.466,0.516,0.72,75.3,17.4,0.254,0.517,1.236,0.457,0,3.8,0,34,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33903,C,27,VERNON FLANAGAN,,17,USA,"Lockland, OH","6' 0""",180 lbs,Right,Right,Lockland,-,Average,HS Junior,1,EX FB,80-83 Mph,Normal (3/4),Normal,64,64,324,271,110,36,2,9,74,101,36,17,47,0.406,0.483,0.653,90.9,13.8,0.247,0.477,1.136,0.404,0,4.5,0,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33796,SP,6,BOB FLEMING,,19,USA,"Latrobe, PA","5' 10""",165 lbs,Left,Left,Bardney,-,Good,CO Sophomore,6,NEU,83-85 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,8,16,0,0,0,220.2,251,29,136,130,107,121,5.3,0.294,1.62,14.7,1.2,10.2,4.4,4.9,1.1,0,0,0,0,5.31,0,-0.3,0.2,Slot,-,Average
33512,RF,18,RAY FONTAINE,,16,USA,"Chicago, IL","5' 7""",145 lbs,Left,Left,Manual Training,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,25,25,129,101,42,12,3,5,28,34,20,8,20,0.416,0.508,0.743,42.6,16.4,0.327,0.504,1.251,0.407,0,2.1,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33498,LF,11,JOE FRANKS,,16,USA,"Pauls Valley, OK","5' 10""",170 lbs,Left,Right,Kiowa,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,22,22,111,87,38,13,1,5,27,32,16,3,19,0.437,0.537,0.782,39.9,19.2,0.345,0.532,1.319,0.412,0,2.1,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33586,1B,34,PETE FRISBIE,,20,USA,"Los Angeles, CA","6' 0""",200 lbs,Left,Right,Gates University,-,Good,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,120,120,605,538,176,28,12,15,119,147,45,6,55,0.327,0.392,0.507,117.8,8.2,0.18,0.388,0.899,0.31,0,3.8,0,69,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33553,1B,10,HANK FURLONG,,19,USA,"Pontiac, MI","6' 2""",210 lbs,Left,Left,Portland Tech,-,Great,CO Sophomore,1,NEU,80-83 Mph,Normal (3/4),Normal,103,103,518,440,122,15,2,2,69,99,65,31,19,0.277,0.378,0.334,70,5.5,0.057,0.33,0.712,0.293,0,0.6,0,74,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33918,RF,18,DICK GALLOWAY,,17,USA,"Export, PA","6' 0""",165 lbs,Left,Left,Export,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,72,72,366,299,127,36,1,6,77,108,52,14,43,0.425,0.517,0.612,103,14.4,0.187,0.479,1.129,0.432,0,5.2,0,29,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33565,C,20,LARRY GEVEDON,,20,USA,"Indianapolis, IN","5' 10""",180 lbs,Left,Right,Yellowhammer State,-,Great,CO Sophomore,1,FB,80-83 Mph,Over the Top,Normal,106,106,534,474,127,17,2,7,73,96,57,38,26,0.268,0.348,0.357,66.6,4.9,0.089,0.321,0.705,0.279,0,0.2,0,47,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33968,3B,24,BERNIE GLEASON,,17,USA,"Malden, MO","5' 8""",140 lbs,Right,Right,Malden,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,71,71,359,302,145,38,9,8,90,110,35,10,55,0.48,0.538,0.745,127,18.1,0.265,0.528,1.283,0.474,0,6.6,0,48,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33963,3B,43,HAL GODFREY,,17,USA,"Fairland, OK","5' 10""",160 lbs,Right,Right,Fairland,-,Average,HS Junior,1,EX FB,80-83 Mph,Normal (3/4),Normal,72,72,369,310,140,27,2,4,87,121,46,15,33,0.452,0.521,0.59,105.4,15.1,0.139,0.477,1.111,0.461,0,5.2,0,29,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
