ID,POS,#,Name,Nickname,Age,NAT,COB,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc,Year
33935,SP,13,DON GREEN,,15,USA,"New York, NY","5' 9""",135 lbs,Switch,Right,Roosevelt,-,Average,HS Freshman,3,NEU,85-87 Mph,Normal (3/4),Normal,26,26,133,128,47,11,1,0,27,42,1,9,12,0.367,0.377,0.469,22.5,7.1,0.102,0.362,0.846,0.395,0,0.5,0,3,2,15,15,10,1,0,0,0,112.1,94,2,24,23,22,98,1.84,0.263,1.03,9.3,0.2,7.5,1.8,7.9,4.5,0,0,0,0,2.27,0,4.4,5.3,Slot,Extremely Hard,Average,1935
34002,C,22,BILLY HANLEY,,15,USA,"Akron, OH","5' 8""",145 lbs,Switch,Right,North,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,100,83,32,15,2,1,21,30,15,9,18,0.386,0.485,0.651,28.1,14.3,0.265,0.478,1.135,0.425,0,1.4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
34008,SS,10,JOE HARRIS,,15,USA,"Philadelphia, PA","5' 9""",135 lbs,Right,Right,Central,-,Average,HS Freshman,1,FB,80-83 Mph,Over the Top,Normal,23,23,115,95,41,11,0,2,28,39,15,4,13,0.432,0.526,0.611,33.8,15.2,0.179,0.492,1.137,0.438,0,1.8,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33982,C,65,WALLY HENDERSON,WARLOCK,15,USA,"Salem, MA","5' 9""",155 lbs,Right,Right,Salem,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,24,24,124,97,40,12,0,1,22,33,16,7,13,0.412,0.512,0.567,32.2,13.4,0.155,0.467,1.079,0.424,0,1.6,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
33995,SP,16,ELMER HENION,,15,USA,"Carnegie, PA","5' 9""",140 lbs,Right,Right,Galloway,-,Average,HS Freshman,3,FB,85-87 Mph,Normal (3/4),Normal,7,7,36,31,12,7,1,0,11,10,0,5,8,0.387,0.394,0.677,6.9,6.9,0.29,0.405,1.071,0.444,0,0.3,0,8,4,15,8,4,1,0,0,0,66.1,53,3,19,17,23,59,2.31,0.244,1.15,10.6,0.4,7.2,3.1,8,2.6,0,0,0,0,3.14,0,1.5,2.3,Slot,Extremely Hard,Average,1935
33921,C,18,HARRY HINKLE,,15,USA,"Newark, NJ","6' 0""",170 lbs,Right,Right,Newark,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,22,22,110,96,46,11,1,1,27,42,10,5,13,0.479,0.527,0.646,35,17.5,0.167,0.505,1.173,0.489,0,1.8,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
33917,C,13,JACK HINTON,,15,USA,"Shiloh, NJ","5' 10""",165 lbs,Left,Right,Shiloh,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,24,24,123,99,42,8,0,2,23,36,17,8,10,0.424,0.5,0.566,31.4,12.7,0.141,0.452,1.066,0.435,0,1.5,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33943,CF,11,PAT HOFFMAN,,15,USA,"Benton Harbor, MI","5' 9""",145 lbs,Right,Right,Benton Harbor,-,Average,HS Freshman,4,NEU,83-85 Mph,Over the Top,Normal,26,26,131,113,52,14,1,2,32,38,12,2,17,0.46,0.527,0.655,41.7,17.3,0.195,0.504,1.182,0.459,0,2.1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
34238,SS,18,LOU HOFMEISTER,,14,USA,"Eagle Pass, TX","5' 9""",135 lbs,Right,Right,Junction,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,27,27,135,117,51,11,5,2,33,48,14,7,18,0.436,0.504,0.667,42.2,15.8,0.231,0.493,1.17,0.454,0,2.1,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
34001,LF,7,BUD HOLLAND,,15,USA,"Munhall, PA","5' 11""",160 lbs,Right,Right,Munhall,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,25,25,125,103,42,15,2,3,28,32,19,4,20,0.408,0.504,0.68,37.5,15.3,0.272,0.494,1.184,0.406,0,1.9,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33896,RF,28,BEN HOUSE,,15,USA,"Piqua, OH","5' 7""",145 lbs,Left,Left,Piqua,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,24,24,123,97,41,7,2,1,26,34,17,8,10,0.423,0.516,0.567,31.9,14.1,0.144,0.469,1.083,0.44,0,1.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33964,2B,46,ADOLPH JACOBSON,,15,USA,"Greeley, CO","6' 0""",150 lbs,Right,Right,Greeley,-,Average,HS Freshman,1,FB,80-83 Mph,Over the Top,Normal,20,20,101,83,38,12,6,4,26,31,15,5,22,0.458,0.554,0.892,45.1,25.4,0.434,0.589,1.446,0.459,0,2.4,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
34269,SP,43,DONNIE JONES,MOLE KILLER,15,USA,"Albert Lea, MN","6' 0""",165 lbs,Switch,Right,Minneapolis,-,Average,HS Freshman,4,GB,84-86 Mph,Normal (3/4),Groundballer,10,10,53,48,19,5,0,3,19,18,1,4,8,0.396,0.392,0.688,11.5,8.2,0.292,0.428,1.08,0.372,0,0.5,0,10,5,16,16,10,3,0,0,0,128,102,2,28,24,23,126,1.69,0.27,0.98,8.9,0.1,7.2,1.6,8.9,5.5,0,0,0,0,2,0,5.6,6,Slot,Extremely Hard,Average,1935
33986,SS,45,RED JONES,,15,USA,"Cranston, RI","5' 7""",135 lbs,Switch,Right,Maynard,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,26,26,134,109,43,12,2,3,26,37,18,8,17,0.394,0.485,0.624,36.2,13.2,0.229,0.466,1.109,0.4,0,1.8,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33927,RF,20,ROSIE JONES,,15,USA,"New York, NY","6' 2""",170 lbs,Left,Left,Browning,-,Average,HS Freshman,1,FB,80-83 Mph,Sidearm,Normal,21,21,109,95,50,16,1,2,29,42,9,4,19,0.526,0.578,0.779,45.3,25.5,0.253,0.575,1.357,0.533,0,2.5,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33971,RF,26,BERNIE KELLEHER,,15,USA,"New York, NY","5' 10""",155 lbs,Switch,Left,Gompers,-,Average,HS Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,26,26,132,107,43,15,1,2,25,36,19,8,18,0.402,0.492,0.617,35.8,14,0.215,0.468,1.109,0.414,0,1.7,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
33893,1B,20,BOB KELLEY,,15,USA,"Omaha, NE","5' 10""",165 lbs,Switch,Right,Omaha,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,23,23,119,98,47,16,0,4,31,37,11,5,20,0.48,0.543,0.765,43.5,20.3,0.286,0.535,1.308,0.473,0,2.3,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Hard,Low,1935
34007,C,24,BARNEY KING,,15,USA,"New York, NY","5' 9""",145 lbs,Switch,Right,Flushing,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,101,81,31,10,1,1,21,23,15,7,12,0.383,0.48,0.568,25.4,12,0.185,0.449,1.048,0.4,0,1.2,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33916,SP,18,IRV KING,,15,USA,"McKeesport, PA","5' 8""",135 lbs,Switch,Right,McKeesport,-,Average,HS Freshman,3,NEU,83-85 Mph,Over the Top,Normal,9,9,45,39,15,8,2,2,11,14,2,8,12,0.385,0.409,0.846,13.5,12.6,0.462,0.485,1.255,0.419,0,0.7,0,5,2,13,13,7,4,0,0,0,107.2,100,4,40,36,44,99,3.01,0.289,1.34,12.1,0.3,8.4,3.7,8.3,2.3,0,0,0,0,3.1,0,2.8,2.9,Slot,Extremely Hard,Average,1935
34229,SP,31,RAY KIRCHNER,,15,USA,"San Francisco, CA","6' 1""",155 lbs,Right,Right,Franklin,-,Average,HS Freshman,4,GB,84-86 Mph,Normal (3/4),Groundballer,23,23,118,113,40,7,2,1,26,29,2,6,10,0.354,0.359,0.478,20,7,0.124,0.358,0.837,0.361,0,0.4,0,3,1,16,16,9,2,0,0,0,121.2,89,1,22,18,20,157,1.33,0.285,0.9,8.2,0.1,6.6,1.5,11.6,7.8,0,0,0,0,1.27,0,6.9,6.4,Slot,Extremely Hard,Average,1935
33985,1B,34,WALT KNIGHT,,15,USA,"Erie, PA","5' 10""",170 lbs,Right,Left,South,-,Average,HS Freshman,1,FB,80-83 Mph,Sidearm,Normal,23,23,115,92,40,15,0,2,24,34,16,4,17,0.435,0.522,0.663,35,16,0.228,0.502,1.185,0.427,0,1.9,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
34233,SS,7,PASCAL LAFRENIERE,,15,USA,"Baton Rouge, LA","5' 10""",140 lbs,Right,Right,Rabouin,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,22,22,111,96,50,14,3,4,32,39,9,5,21,0.521,0.555,0.854,49.5,24.7,0.333,0.576,1.409,0.511,0,2.5,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
33951,SP,6,DICK LAMB,,15,USA,"Madison, NJ","5' 10""",140 lbs,Right,Right,Madison,-,Average,HS Freshman,3,NEU,83-85 Mph,Normal (3/4),Normal,22,22,110,104,40,5,0,0,24,36,2,8,5,0.385,0.394,0.433,18.2,6.8,0.048,0.363,0.827,0.408,0,0.4,0,10,5,14,14,9,1,0,0,0,112,92,6,32,28,35,106,2.25,0.248,1.13,10.2,0.5,7.4,2.8,8.5,3,0,0,0,0,2.94,0,3.2,4.2,Slot,Extremely Hard,Average,1935
33928,C,4,GENE LEE,,15,USA,"Belle Vernon, PA","6' 2""",185 lbs,Right,Right,Belle Vernon,-,Average,HS Freshman,1,NEU,80-83 Mph,Over the Top,Normal,25,25,126,107,50,15,1,2,32,37,14,3,18,0.467,0.528,0.682,40.7,17.2,0.215,0.505,1.211,0.466,0,2.1,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Normal,Average,1935
33967,SP,8,JIM LONG,,15,USA,"Little Falls, NY","5' 11""",145 lbs,Left,Right,Little Falls,-,Average,HS Freshman,4,FB,84-86 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,6,2,0,0,0,86,76,3,24,22,22,71,2.3,0.264,1.14,10.4,0.3,8,2.3,7.4,3.2,0,0,0,0,2.8,0,2.6,3.3,Slot,Extremely Hard,Average,1935
33953,C,62,JOE LOYD,,15,USA,"La Porte, IN","5' 10""",160 lbs,Right,Right,La Porte,-,Average,HS Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,26,26,133,109,49,18,1,2,30,41,18,3,21,0.45,0.526,0.688,43.7,17.9,0.239,0.513,1.214,0.439,0,2.3,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33973,RF,11,GENE LYNCH,,15,USA,"Wathena, KS","6' 1""",170 lbs,Left,Left,Wathena,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,24,24,124,97,42,17,2,2,26,31,18,5,21,0.433,0.521,0.711,39.8,16.8,0.278,0.502,1.232,0.43,0,2,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
33999,2B,5,RICK MARINI,,15,USA,"Brooklyn, NY","5' 11""",150 lbs,Switch,Right,Bishop Loughlin,-,Average,HS Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,22,22,110,93,42,10,3,0,27,38,13,5,13,0.452,0.509,0.624,36.1,16.2,0.172,0.484,1.133,0.462,0,1.6,0,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
33996,1B,9,MICKEY MARTIN,,15,USA,"Denver, CO","5' 10""",175 lbs,Right,Right,Colorado Springs,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,23,23,115,92,37,15,1,2,27,28,17,8,18,0.402,0.5,0.652,33.3,15.2,0.25,0.484,1.152,0.417,0,1.7,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
33983,SP,34,DICK MASON,,15,USA,"Chicago, IL","5' 11""",145 lbs,Left,Left,St. Rita,-,Average,HS Freshman,3,FB,84-86 Mph,Over the Top,Normal,8,8,44,42,15,5,2,3,11,16,1,5,10,0.357,0.364,0.786,11.1,9.6,0.429,0.463,1.149,0.343,0,0.6,0,7,3,14,14,9,1,0,0,0,106,86,5,27,24,29,111,2.04,0.256,1.08,9.8,0.4,7.3,2.5,9.4,3.8,0,0,0,0,2.57,0,3.6,4.4,Slot,Extremely Hard,Low,1935
33886,LF,24,EDWARD MCNULTY,,14,USA,"Montague, MI","6' 0""",170 lbs,Right,Right,Montague,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,23,23,117,92,38,15,1,4,29,34,20,4,20,0.413,0.513,0.728,38,17.4,0.315,0.507,1.241,0.395,0,1.9,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
33934,SS,14,LOU MICHAEL,,15,USA,"Philmont, NY","5' 11""",145 lbs,Switch,Right,Philmont,-,Average,HS Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,21,21,107,85,34,10,4,4,26,35,14,8,18,0.4,0.495,0.753,35.8,16.4,0.353,0.511,1.248,0.395,0,1.8,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33941,2B,18,WALT MILLER,,15,USA,"Baltimore, MD","5' 9""",145 lbs,Right,Right,Patterson,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,21,21,106,84,35,11,0,2,20,30,15,6,13,0.417,0.524,0.619,30.5,15.2,0.202,0.482,1.143,0.434,0,1.5,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33984,2B,8,JESSE MILLS,,15,USA,"Denver, CO","5' 10""",155 lbs,Right,Right,Pueblo,-,Average,HS Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,24,24,121,110,49,16,2,2,32,41,6,2,20,0.445,0.462,0.682,36,14.1,0.236,0.473,1.144,0.431,0,1.7,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
34263,1B,59,RALPH MOSLEY,,15,USA,"Tullytown, PA","5' 10""",165 lbs,Right,Right,Tullytown,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,26,26,131,108,49,15,2,2,32,36,19,5,19,0.454,0.539,0.685,42.8,17.8,0.231,0.512,1.224,0.465,0,2.2,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33904,SP,6,MARTY MOYER,,15,USA,"Odell, IL","5' 10""",140 lbs,Left,Left,Odell,-,Average,HS Freshman,6,NEU,84-86 Mph,Normal (3/4),Normal,6,6,31,27,11,3,0,0,11,9,0,5,3,0.407,0.429,0.519,5.3,6.2,0.111,0.376,0.947,0.5,0,0.2,0,9,4,13,7,3,2,0,0,0,57,51,3,23,19,23,45,3,0.267,1.3,12,0.5,8.1,3.6,7.1,2,0,0,0,0,3.62,0,0.9,1.2,Slot,Extremely Hard,Average,1935
33991,3B,30,GENE MURPHY,,15,USA,"Columbia, SC","5' 5""",140 lbs,Right,Right,Columbia,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,25,25,129,104,50,16,1,4,31,39,19,3,21,0.481,0.555,0.769,47.8,21.2,0.288,0.546,1.324,0.46,0,2.6,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
33977,SS,17,CHARLIE MYNATT,,15,USA,"Parlier, CA","6' 1""",160 lbs,Right,Right,Parlier,-,Average,HS Freshman,1,NEU,80-83 Mph,Over the Top,Normal,25,25,126,105,46,14,1,3,31,40,18,6,18,0.438,0.528,0.676,39.8,17.6,0.238,0.511,1.204,0.448,0,2.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
34003,SS,41,SID NOONAN,,15,USA,"Springfield, MA","5' 11""",150 lbs,Switch,Right,Springfield,-,Average,HS Freshman,1,NEU,80-83 Mph,Over the Top,Normal,21,21,106,91,41,11,3,1,26,34,13,2,15,0.451,0.528,0.67,36.2,18.1,0.22,0.514,1.199,0.455,0,1.8,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33933,CF,25,PADDY O'BANION,,15,USA,"Bastrop, LA","5' 11""",150 lbs,Left,Left,Bastrop,-,Average,HS Freshman,1,FB,80-83 Mph,Over the Top,Normal,24,24,121,94,42,13,2,0,26,29,17,7,15,0.447,0.551,0.628,38.9,17.2,0.181,0.498,1.179,0.477,0,1.9,0,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33931,3B,50,DEACON O'DELL,,15,USA,"Sherwood, OR","5' 11""",165 lbs,Right,Right,Sherwood,-,Average,HS Freshman,1,FB,80-83 Mph,Over the Top,Normal,25,25,129,108,49,14,1,2,32,41,16,6,17,0.454,0.52,0.657,39.7,16,0.204,0.495,1.177,0.461,0,2,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33965,C,29,VITO ORSINO,,15,USA,"Delevan, NY","5' 10""",170 lbs,Left,Right,Delevan,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,26,26,131,106,43,10,2,3,25,42,20,5,15,0.406,0.508,0.623,36.3,14.6,0.217,0.477,1.13,0.408,0,1.8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33911,SS,19,BILLY ORT,,14,USA,"Hudson, IL","6' 0""",155 lbs,Right,Right,Hudson,-,Average,HS Freshman,1,FB,80-83 Mph,Over the Top,Normal,27,27,135,117,54,14,2,3,30,52,13,2,19,0.462,0.519,0.692,44.1,17.8,0.231,0.509,1.211,0.451,0,2.3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Hard,Low,1935
34446,SP,24,FRANK OWENS,,15,USA,"Rochester, NY","5' 8""",130 lbs,Right,Right,Lima,-,Average,HS Freshman,3,NEU,84-86 Mph,Normal (3/4),Normal,7,7,38,36,15,3,1,0,10,12,0,6,4,0.417,0.405,0.556,8.1,9.2,0.139,0.399,0.961,0.484,0,0.3,0,2,1,12,12,6,3,0,0,0,88.1,67,3,18,17,22,103,1.73,0.259,1.01,9.1,0.3,6.8,2.2,10.5,4.7,0,0,0,0,2.06,0,3.7,4.3,Slot,Extremely Hard,Low,1935
34005,3B,23,BLACKIE PARKS,,15,USA,"Fostoria, OH","5' 10""",160 lbs,Right,Right,Fostoria,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,25,25,129,105,45,9,1,1,29,41,18,4,11,0.429,0.519,0.562,34.4,14.8,0.133,0.475,1.081,0.431,0,1.8,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
33993,3B,13,ART PIERCE,,15,USA,"Lee's Summit, MO","5' 10""",155 lbs,Right,Right,Lee's Summit,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,21,21,108,96,44,10,0,4,32,44,10,4,14,0.458,0.509,0.688,35.2,17,0.229,0.511,1.197,0.449,0,1.8,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33888,3B,6,GABBY PLATT,,15,USA,"Danville, VA","5' 9""",145 lbs,Left,Right,Danville,-,Average,HS Freshman,1,FB,80-83 Mph,Over the Top,Normal,22,22,111,88,41,11,4,1,24,34,19,6,16,0.466,0.56,0.716,41.1,20.9,0.25,0.529,1.276,0.488,0,2.1,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
33894,CF,18,ART PORTMAN,,15,USA,"Orange, CA","5' 9""",150 lbs,Right,Right,Orange,-,Average,HS Freshman,1,EX FB,80-83 Mph,Normal (3/4),Normal,22,22,113,93,41,13,2,0,21,37,11,4,15,0.441,0.518,0.624,33,15.6,0.183,0.487,1.142,0.451,0,1.7,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33926,SS,22,CHUCK PRATT,,15,USA,"Philadelphia, PA","5' 9""",135 lbs,Right,Right,Washington,-,Average,HS Freshman,1,NEU,80-83 Mph,Over the Top,Normal,24,24,122,102,40,9,3,4,27,40,18,3,16,0.392,0.484,0.657,34.3,12.7,0.265,0.483,1.14,0.375,0,1.8,0,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low,1935
34231,SS,35,BUDDY RASH,,15,USA,"Piggott, AR","5' 11""",150 lbs,Right,Right,Piggott,-,Average,HS Freshman,1,NEU,80-83 Mph,Sidearm,Normal,24,24,122,101,45,12,6,1,26,41,16,3,19,0.446,0.521,0.713,42.7,17.5,0.267,0.507,1.234,0.449,0,2,0,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
33979,SS,2,HEINIE RATHMANN,,15,USA,"Independence, MO","5' 9""",130 lbs,Right,Right,Independence,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,26,26,132,108,48,15,5,2,27,45,18,3,22,0.444,0.523,0.731,46,17,0.287,0.516,1.255,0.438,0,2.3,0,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
34439,SP,15,JERRY REED,,15,USA,"Birmingham, AL","5' 9""",140 lbs,Right,Right,Hopeful,-,Average,HS Freshman,2,NEU,85-87 Mph,Normal (3/4),Normal,22,22,113,110,41,9,2,4,26,41,1,9,15,0.373,0.372,0.6,24.3,8.9,0.227,0.409,0.972,0.374,0,0.9,0,6,3,16,16,9,3,0,0,0,124,109,4,40,37,47,109,2.69,0.269,1.26,11.5,0.3,7.9,3.4,7.9,2.3,0,0,0,0,3.05,0,3.3,4,Slot,Hard,Average,1935
33990,SP,19,PAT RHODES,,15,USA,"Chapman, KS","5' 7""",130 lbs,Right,Right,Chapman,-,Average,HS Freshman,3,NEU,83-85 Mph,Normal (3/4),Normal,25,25,129,126,46,11,1,0,23,37,1,11,12,0.365,0.37,0.468,21.9,7.1,0.103,0.361,0.838,0.4,0,0.5,0,2,1,15,8,4,2,0,0,0,64,61,2,24,23,25,49,3.23,0.288,1.34,12.5,0.3,8.6,3.5,6.9,2,0,0,0,0,3.39,0,1.3,1.5,Slot,Extremely Hard,Average,1935
33930,3B,32,DANNY RICHARDSON,,15,USA,"Elgin, IL","5' 9""",145 lbs,Right,Right,Elgin,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,26,26,133,109,53,16,1,2,32,44,20,3,19,0.486,0.571,0.706,49.1,22.9,0.22,0.545,1.278,0.486,0,2.7,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935
