ID,POS,#,Name,Nickname,Age,NAT,City,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc,Year,Note
29590,SP,19,Dan Callaway,,17,USA,"Quincy, MA","6' 4""",180 lbs,Right,Right,Melrose,Georgia Baptist,Average,HS Senior,3,NEU,86-88,OTT,Normal,44,44,222,208,81,14,1,3,50,68,6,13,18,0.389,0.403,0.51,43.2,8.3,0.12,0.386,0.912,0.402,0,1.4,0,10,5,52,52,31,6,0,0,0,372.2,241,7,63,51,100,583,1.23,0.27,0.92,8.3,0.2,5.8,2.4,14.1,5.8,0,0,0,0,1.15,0,21.9,20.1,$2k,Hard,Average,Career,
29561,2B,15,Mose Canfield,,17,USA,"Memphis, TN","6' 4""",180 lbs,Switch,Right,Miami,Blue Mountain College,Average,HS Senior,1,EX FB,85-87,4-Mar,Normal,93,93,471,393,160,30,4,12,110,139,66,29,46,0.407,0.483,0.595,128.6,13,0.188,0.461,1.078,0.41,0,5.9,0,73,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Extremely Hard,Average,Career,
29092,SP,73,Henry Carden,,18,USA,"Baltimore, MD","6' 0""",165 lbs,Right,Right,Furness,Chesapeake State,Average,HS Senior,4,NEU,87-89,4-Mar,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15,7,2,1,0,0,127,98,2,32,29,49,162,2.06,0.269,1.16,10.8,0.1,6.9,3.5,11.5,3.3,0,0,0,0,2.15,0,4.8,4.9,$2k,Extremely Hard,Average,Career,
29277,SP,3,Eddie Carlson,,17,USA,"Cleveland, OH","5' 9""",150 lbs,Switch,Right,Adams,Stratton University,Average,HS Senior,5,FB,84-86,4-Mar,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,24,12,3,0,0,0,183,150,4,46,43,61,211,2.11,0.273,1.15,10.6,0.2,7.4,3,10.4,3.5,0,0,0,0,2.24,0,6.7,7.2,$2k,Extremely Hard,Average,Career,
29556,3B,29,Dave Carlton,,17,USA,"Springfield, MA","5' 11""",160 lbs,Switch,Right,Lexington,St. Blane College,Average,HS Senior,1,NEU,80-83,4-Mar,Normal,100,100,507,422,170,38,5,17,115,157,62,27,60,0.403,0.48,0.637,140.8,13.6,0.235,0.469,1.117,0.396,0,6.7,0,35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Extremely Hard,Average,Career,
29527,C,24,Frank Carnahan,,17,USA,"Rochester, NY","6' 0""",175 lbs,Right,Right,South Park,Central Ohio,Average,HS Senior,1,GB,85-87,OTT,GB'er,98,98,499,418,173,35,6,16,119,158,66,27,57,0.414,0.501,0.641,145.2,15,0.227,0.485,1.142,0.418,0,7.3,0,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$480 ,Normal,Average,Career,
29578,SS,31,Gene Carr,,17,USA,"Secaucus, NJ","5' 11""",150 lbs,Right,Right,Port Jervis,Canton State,Average,HS Senior,1,EX FB,84-86,4-Mar,Normal,96,96,489,410,167,39,9,10,109,145,55,26,58,0.407,0.477,0.62,148.9,14.4,0.212,0.461,1.097,0.41,0,6.2,0,134,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$4k,Extremely Hard,Average,Career,
29406,SS,23,Jim J Carter,,17,USA,"Jacobus, PA","6' 0""",160 lbs,Right,Right,Jacobus,Edgemoor,Average,HS Senior,3,EX FB,85-87,4-Mar,Normal,67,67,342,295,129,35,3,5,82,99,32,15,43,0.437,0.51,0.627,99.4,15.1,0.19,0.489,1.137,0.451,0,5.2,0,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Extremely Hard,Average,Career,
30573,SP,8,Tommy Carter,,20,USA,"Greeley, CO","6' 6""",185 lbs,Left,Left,Amarillo Methodist,-,Good,CO Junior,3,EX FB,85-87,4-Mar,Normal,42,42,218,196,72,21,3,3,48,64,4,18,27,0.367,0.376,0.551,41.4,7.7,0.184,0.377,0.927,0.379,0,1.2,0,15,7,103,103,40,35,0,0,0,733.1,702,38,322,308,403,628,3.78,0.276,1.51,13.7,0.5,8.6,4.9,7.7,1.6,0,0,0,0,3.85,0,12.9,15.1,$900 ,Hard,Average,Career,
29592,SP,25,Lee Casby,,17,USA,"New York, NY","6' 3""",175 lbs,Right,Right,Newark,Robinson College,Average,HS Senior,3,EX GB,84-86,4-Mar,GB'er,23,23,119,113,44,8,1,0,22,31,2,8,9,0.389,0.393,0.478,21.6,7.6,0.088,0.373,0.871,0.411,0,0.6,0,9,4,54,54,28,10,0,0,0,374.2,303,4,110,99,167,383,2.38,0.258,1.25,11.6,0.1,7.3,4,9.2,2.3,0,0,0,0,2.72,0,12.2,13.9,$2k,Extremely Hard,Average,Career,
29041,CF,42,Paul Castelli,,18,USA,"Watertown, NY","6' 2""",170 lbs,Left,Left,Catholic Central,Paducah State,Average,HS Senior,1,FB,83-85,SIDE,Normal,51,51,260,220,105,29,7,7,70,91,26,11,43,0.477,0.539,0.768,99,20.9,0.291,0.543,1.307,0.476,0,5.1,0,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$4k,Extremely Hard,Average,Career,
29522,SP,39,Dick Champ,,17,USA,"New York, NY","6' 2""",165 lbs,Switch,Right,Middlesex,Western Montana,Average,HS Senior,4,NEU,88-90,4-Mar,Normal,10,10,52,42,18,4,1,3,16,19,4,6,8,0.429,0.481,0.786,16.9,15.2,0.357,0.51,1.266,0.417,0,0.9,0,7,3,58,58,43,0,0,0,0,449.2,301,4,67,56,87,651,1.12,0.27,0.86,7.9,0.1,6,1.7,13,7.5,0,0,0,0,1.03,0,27.9,26.1,$2k,Normal,Average,Career,
29587,SS,24,Jim Chaplin,,18,USA,"Houston, TX","6' 0""",160 lbs,Right,Right,Bellville,Mississippi A&M,Average,HS Senior,1,FB,80-83,SIDE,Normal,98,98,496,408,176,48,2,9,110,155,48,16,59,0.431,0.509,0.625,142.9,15.1,0.194,0.48,1.134,0.428,0,7.1,0,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$900 ,Normal,Average,Career,
29595,SP,39,Joe Chism,,17,USA,"Martinsburg, WV","6' 0""",155 lbs,Right,Left,Western,Miller State,Average,HS Senior,3,FB,83-85,OTT,Normal,33,33,169,162,59,9,2,3,40,50,3,15,14,0.364,0.373,0.5,29.7,7,0.136,0.372,0.873,0.386,0,0.8,0,14,7,55,55,29,9,0,0,0,386.2,327,8,111,102,151,400,2.37,0.263,1.24,11.3,0.2,7.6,3.5,9.3,2.6,0,0,0,0,2.64,0,12.8,14.4,$2k,Extremely Hard,Average,Career,
29241,RF,12,Lyle Christensen,,17,USA,"Etowah, TN","6' 0""",175 lbs,Left,Left,Narrows,Eastern Oklahoma,Average,HS Senior,1,NEU,80-83,4-Mar,Normal,73,73,372,319,150,37,3,7,95,123,39,18,47,0.47,0.524,0.671,121.2,18.1,0.201,0.509,1.195,0.474,0,6.3,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Extremely Hard,Average,Career,
29095,SP,19,Buster Clark,,18,USA,"San Francisco, CA","5' 10""",160 lbs,Left,Left,Santa Cruz,St. Dominic's (CA),Average,HS Senior,5,EX GB,87-89,4-Mar,GB'er,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,15,9,0,1,0,0,127.1,81,2,18,13,20,198,0.92,0.266,0.79,7.2,0.1,5.7,1.4,14,9.9,0,0,0,0,0.79,0,7.7,6.9,$9k,Extremely Hard,Average,Career,
29594,SP,18,George Clark,,17,USA,"Peru, IL","6' 6""",185 lbs,Right,Right,Elmwood,Oklahoma Bible College,Average,HS Senior,3,FB,84-86,4-Mar,Normal,33,33,165,155,56,12,1,0,37,40,1,15,13,0.361,0.371,0.452,25.9,6.3,0.09,0.348,0.823,0.397,0,0.4,0,9,5,53,53,31,8,0,0,0,418,346,9,98,92,114,422,1.98,0.257,1.1,10.1,0.2,7.4,2.5,9.1,3.7,0,0,0,0,2.34,0,16,18.8,$2k,Extremely Hard,Average,Career,
29090,C,9,Jim Clark,Buckeye,18,USA,"Xenia, OH","6' 2""",195 lbs,Left,Right,Pandora,West Corners (NY),Average,HS Senior,1,NEU,83-85,4-Mar,Normal,51,51,257,208,88,15,1,9,61,71,34,15,25,0.423,0.512,0.635,75.3,15.6,0.212,0.486,1.146,0.42,0,3.8,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Extremely Hard,Average,Career,
29571,C,10,Joe Clark,The General,17,USA,"New York, NY","6' 0""",185 lbs,Left,Right,Perkasie,Eastern State,Average,HS Senior,1,NEU,83-85,SIDE,Normal,99,99,503,410,193,41,0,19,130,155,71,23,60,0.471,0.554,0.71,174.8,20.3,0.239,0.532,1.264,0.466,0,9.5,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$3k,Extremely Hard,Average,Career,
29842,CF,7,Jimmy Clarke,,18,USA,"Emmaus, PA","5' 10""",155 lbs,Right,Right,Emmaus,Bardney,Average,HS Senior,1,EX FB,84-86,4-Mar,Normal,96,96,486,392,166,49,10,14,111,151,63,27,73,0.423,0.525,0.707,160.2,17.2,0.283,0.516,1.232,0.429,0,8.4,0,54,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Extremely Hard,Average,Career,
29617,SP,16,Woody Clarke,,17,USA,"Pittsburg, KS","5' 11""",160 lbs,Right,Right,Pittsburg,Beaumont University,Average,HS Senior,3,FB,87-89,4-Mar,Normal,49,49,249,230,86,23,0,2,50,75,9,21,25,0.374,0.399,0.5,46.6,8,0.126,0.383,0.899,0.402,0,1.4,0,8,5,56,56,32,8,0,0,0,430.1,365,13,124,111,146,506,2.32,0.28,1.19,10.7,0.3,7.6,3.1,10.6,3.5,0,0,0,0,2.28,0,16.8,16.1,$2k,Extremely Hard,Average,Career,
29554,SS,40,Tom Clement,,17,USA,"Detroit, MI","6' 0""",155 lbs,Right,Right,East,Billings State,Average,HS Senior,1,EX FB,85-87,4-Mar,Normal,96,96,485,407,165,34,9,9,110,138,58,23,52,0.405,0.481,0.6,137.6,13.8,0.194,0.46,1.081,0.408,0,6.1,0,80,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Extremely Hard,Average,Career,
29242,SP,7,Frank Cochran,,18,USA,"Branchburg, NJ","6' 0""",160 lbs,Left,Right,Elsmere,Eastern Florida,Average,HS Senior,3,FB,85-87,4-Mar,Normal,9,9,49,45,18,7,0,0,12,16,2,7,7,0.4,0.429,0.556,11,9.6,0.156,0.424,0.984,0.462,0,0.5,0,7,3,42,42,22,8,0,0,0,308,260,8,88,82,117,314,2.4,0.266,1.22,11.1,0.2,7.6,3.4,9.2,2.7,0,0,0,0,2.68,0,10,11.5,$370 ,Normal,Average,Career,
29266,SS,6,John Cochran,,21,USA,"Racine, WI","5' 10""",170 lbs,Right,Right,Rainier College,-,Great,CO Junior,1,NEU,80-83,4-Mar,Normal,125,125,631,557,152,22,3,9,84,105,59,43,34,0.273,0.347,0.372,82.4,5.1,0.099,0.321,0.718,0.281,0,0.3,0,73,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$750 ,Normal,Average,Career,
29511,SP,8,Hy Coffey,,17,USA,"Saint Helena, SC","6' 1""",160 lbs,Switch,Left,Sylvania,Panhandle State,Average,HS Senior,3,EX FB,84-86,4-Mar,Normal,26,26,132,125,47,9,1,3,33,45,1,6,13,0.376,0.377,0.536,25.5,8,0.16,0.384,0.913,0.37,0,0.8,0,6,3,51,51,27,7,0,0,0,353.1,274,9,87,80,125,470,2.04,0.277,1.13,10.3,0.2,7,3.2,12,3.8,0,0,0,0,1.97,0,15.4,15.1,$2k,Extremely Hard,Average,Career,
29622,SP,6,Rabbit Coffin,,18,USA,"South Pasadena, CA","6' 4""",190 lbs,Right,Right,Loyola,Gates University,Average,HS Senior,3,FB,86-88,SIDE,Normal,49,49,251,237,85,17,1,0,49,72,4,21,18,0.359,0.37,0.439,39.7,6.5,0.08,0.348,0.809,0.388,0,0.7,0,12,5,58,58,32,11,0,0,0,444,349,10,103,93,131,570,1.89,0.279,1.08,9.8,0.2,7.1,2.7,11.6,4.4,0,0,0,0,1.84,0,20.6,20,$2k,Extremely Hard,Average,Career,
30188,C,14,Lou Cofrancesco,,21,USA,"Crestline, OH","5' 6""",155 lbs,Right,Right,Carolina Poly,-,Great,CO Junior,1,NEU,84-86,4-Mar,Normal,193,193,972,824,244,46,2,25,174,202,114,95,73,0.296,0.392,0.448,160.3,7.2,0.152,0.37,0.84,0.308,0,4.6,0,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Easy,Average,Career,
30552,SP,15,John Collins,,21,USA,"Hibbing, MN","6' 1""",170 lbs,Right,Right,Central Illinois,-,Great,CO Junior,3,NEU,88-90,OTT,Normal,42,42,220,202,75,25,3,1,45,54,4,17,29,0.371,0.383,0.54,42.4,8,0.168,0.383,0.923,0.392,0,1.3,0,12,6,94,94,36,30,0,0,0,631,629,29,280,264,309,496,3.77,0.285,1.49,13.5,0.4,9,4.4,7.1,1.6,0,0,0,0,3.75,0,11.6,12.2,Slot,Normal,Average,Career,
30183,C,20,Carl Comstock,,21,USA,"Middle Valley, TN","5' 10""",180 lbs,Right,Right,Indiana A&M,-,Great,CO Junior,1,NEU,84-86,SIDE,Normal,175,175,885,755,232,36,3,20,131,195,101,69,59,0.307,0.397,0.442,146.8,7.3,0.135,0.371,0.84,0.316,0,4.2,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Normal,Average,Career,
29091,3B,15,Tom Conover,,18,USA,"Milwaukee, WI","6' 2""",190 lbs,Right,Right,Forest Park,Disciples College,Average,HS Senior,1,FB,84-86,4-Mar,Normal,50,50,253,220,87,17,1,2,52,71,26,9,20,0.395,0.466,0.509,56.3,10.8,0.114,0.429,0.975,0.405,0,2.5,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Extremely Hard,Average,Career,
29243,CF,24,Eddie Coody,,17,USA,"Yonkers, NY","5' 11""",155 lbs,Left,Right,Hartsdale,Ohio Poly,Average,HS Senior,1,EX FB,85-87,4-Mar,Normal,69,69,350,298,147,43,12,9,96,133,37,19,64,0.493,0.565,0.809,147.7,22.9,0.315,0.571,1.374,0.511,0,7.8,0,74,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$7k,Extremely Hard,Average,Career,
29263,C,26,Joe Cook,,18,USA,"Brooklyn, NY","6' 0""",180 lbs,Left,Right,Browning,Canton State,Average,HS Senior,1,NEU,83-85,OTT,Normal,70,70,361,313,128,29,5,8,80,107,39,23,42,0.409,0.475,0.61,96.8,13.3,0.201,0.463,1.085,0.421,0,4.6,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Extremely Hard,Average,Career,
30539,SP,11,Bugs Cooney,,21,USA,"Cambridge, OH","5' 8""",150 lbs,Right,Right,Darnell State,-,Great,CO Junior,3,FB,85-87,4-Mar,Normal,16,16,84,75,27,6,0,2,16,21,4,13,8,0.36,0.407,0.52,15.3,7.1,0.16,0.391,0.927,0.417,0,0.6,0,14,7,89,89,34,30,0,0,0,631.1,637,32,283,270,297,475,3.85,0.285,1.48,13.5,0.5,9.1,4.2,6.8,1.6,0,0,0,0,3.81,0,11.1,12.3,Slot,Normal,Average,Career,
29513,SP,21,Red Cooper,,17,USA,"South Euclid, OH","6' 0""",150 lbs,Right,Right,East,Miami State,Average,HS Senior,3,NEU,84-86,4-Mar,Normal,34,34,173,142,59,12,4,4,35,57,19,6,20,0.415,0.482,0.641,48.6,12.9,0.225,0.466,1.123,0.401,0,2.3,0,33,11,59,59,36,6,0,0,0,423,316,8,94,88,147,584,1.87,0.278,1.09,10,0.2,6.7,3.1,12.4,4,0,0,0,0,1.78,0,20.1,19.6,$2k,Extremely Hard,Average,Career,
30895,3B,7,Ron Cooper,,21,USA,"Des Moines, IA","6' 0""",185 lbs,Right,Right,Oklahoma Bible College,-,Average,CO Junior,1,EX FB,85-87,4-Mar,Normal,247,247,1243,1063,348,62,6,17,216,295,138,100,85,0.327,0.405,0.445,218.9,7.5,0.118,0.375,0.85,0.343,0,6.3,0,124,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$950 ,Hard,Average,Career,
29450,C,50,Jim Copenhaver,,22,USA,"Bogalusa, LA","6' 2""",215 lbs,Left,Right,Macon State,-,Good,CO Senior,1,NEU,84-86,4-Mar,Normal,140,140,705,620,171,17,0,18,124,138,71,74,35,0.276,0.357,0.39,94.8,5.6,0.115,0.335,0.747,0.288,0,1.2,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Very Easy,Average,Career,
30594,1B,1,Bobby Corbin,,21,USA,"Cowan, TN","5' 11""",185 lbs,Right,Left,Bayou State College,-,Great,CO Junior,1,NEU,85-87,SIDE,Normal,231,231,1165,999,328,52,8,32,210,275,140,98,92,0.328,0.414,0.492,230.8,8.5,0.164,0.396,0.906,0.337,0,8.1,0,169,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$650 ,Normal,Average,Career,
29564,1B,18,Wayne Cottrill,,17,USA,"East Cleveland, OH","6' 2""",180 lbs,Right,Right,St. Mary,Minnesota Tech-Mankato,Average,HS Senior,1,FB,85-87,4-Mar,Normal,93,93,472,396,196,39,4,18,126,165,51,24,61,0.495,0.557,0.75,177.5,20.8,0.255,0.544,1.307,0.494,0,9.4,0,50,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$9k,Extremely Hard,Average,Career,
30875,2B,16,Mike Couture,,21,CAN,"New Westminster, BC","6' 1""",170 lbs,Right,Right,Oklahoma Bible College,-,Average,CO Junior,1,FB,85-87,4-Mar,Normal,270,270,1362,1188,422,71,8,12,236,316,148,108,91,0.355,0.426,0.459,271.9,8.9,0.104,0.392,0.885,0.38,0,9,0,172,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Normal,Average,Career,
29061,CF,22,Harry Cox,,18,USA,"Hemet, CA","5' 11""",170 lbs,Right,Right,Redondo Beach,CC Los Angeles,Average,HS Senior,1,EX FB,84-86,4-Mar,Normal,48,48,242,204,93,17,2,9,67,74,26,8,28,0.456,0.517,0.691,79.4,16.6,0.235,0.504,1.208,0.44,0,4,0,33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Normal,Average,Career,
30893,SP,17,Vito Coyne,,20,USA,"St. Louis, MO","6' 0""",160 lbs,Right,Right,Oklahoma Bible College,-,Average,CO Junior,3,NEU,86-88,4-Mar,Normal,30,30,153,138,50,15,1,1,35,42,3,12,17,0.362,0.376,0.507,25.4,6.2,0.145,0.367,0.883,0.377,0,0.7,0,27,13,105,105,40,31,0,0,0,713.2,739,45,347,326,349,530,4.11,0.28,1.52,13.9,0.6,9.3,4.4,6.7,1.5,0,0,0,0,4.06,0,10.4,11.4,$950 ,Extremely Hard,Average,Career,
29258,1B,13,Jack Craig,,17,USA,"Brooklyn, NY","6' 0""",185 lbs,Right,Right,Atlantic Highlands,Marquis College,Average,HS Senior,1,EX FB,83-85,SIDE,Normal,70,70,356,290,140,29,4,11,94,123,40,12,44,0.483,0.557,0.724,125.2,20,0.241,0.534,1.281,0.474,0,6.8,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$3k,Extremely Hard,Average,Career,
29589,SP,37,Dean Crawford,,17,USA,"Broken Bow, NE","6' 6""",180 lbs,Right,Right,Tyndall,Detroit City College,Average,HS Senior,3,EX FB,89-91,OTT,Normal,51,51,259,246,91,15,0,2,51,84,2,16,17,0.37,0.374,0.455,42.9,6.9,0.085,0.355,0.829,0.384,0,0.9,0,11,5,57,57,29,10,0,0,0,416.2,277,9,92,78,175,602,1.68,0.254,1.08,9.9,0.2,6,3.8,13,3.4,0,0,0,0,1.91,0,18.7,19.4,Impossible,Impossible,Average,Career,
29443,CF,14,Fred Crawford,,18,USA,"Framingham, MA","5' 10""",150 lbs,Right,Right,Hardwick,Davidson University (OR),Average,HS Senior,1,EX FB,84-86,4-Mar,Normal,77,77,389,354,191,51,17,3,106,150,16,14,71,0.54,0.561,0.805,178.9,25.4,0.266,0.57,1.366,0.548,0,8.6,0,102,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$4k,Extremely Hard,Average,Career,
29239,RP,18,Gene R Crawford,,17,USA,"New York, NY","6' 5""",175 lbs,Right,Right,Lincoln High School,Constitution State,Average,HS Senior,3,FB,85-87,4-Mar,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,32,16,5,1,0,0,236.1,184,6,69,61,111,287,2.32,0.257,1.25,11.4,0.2,7,4.2,10.9,2.6,0,0,0,0,2.56,0,8,8.5,$2k,Extremely Hard,Average,Career,
29526,CF,98,Jack Crawford,,17,USA,"New Haven, CT","6' 0""",160 lbs,Right,Right,Palmer,Sumter College,Average,HS Senior,1,NEU,84-86,4-Mar,Normal,93,93,472,396,174,33,3,5,105,147,51,17,41,0.439,0.509,0.576,127.3,14,0.136,0.468,1.084,0.444,0,6.2,0,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Extremely Hard,Average,Career,
29059,SS,20,Herbert Crawford Jr.,,21,USA,"Los Angeles, CA","6' 1""",185 lbs,Switch,Right,San Francisco Tech,-,Good,CO Junior,1,EX FB,83-85,4-Mar,Normal,107,107,541,464,140,21,2,21,97,105,68,46,44,0.302,0.39,0.491,97.2,7.5,0.19,0.383,0.882,0.297,0,3.1,0,49,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$3k,Very Easy,Average,Career,
29610,SP,4,Bobby Crooks,,17,USA,"Detroit, MI","6' 0""",155 lbs,Right,Right,Ypsilanti,Indiana A&M,Average,HS Senior,3,NEU,84-86,4-Mar,Normal,32,32,161,151,56,14,1,4,40,52,1,17,19,0.371,0.373,0.556,32,8.3,0.185,0.387,0.93,0.388,0,1,0,4,2,60,60,41,1,0,0,0,436.1,274,0,58,50,105,612,1.03,0.254,0.87,7.9,0,5.7,2.2,12.6,5.8,0,0,0,0,1.14,0,25.8,26.1,$2k,Normal,Average,Career,
29256,2B,24,Bob Cunningham,,22,USA,"Fulton, IL","5' 9""",160 lbs,Right,Right,Bluegrass State,-,Great,CO Junior,1,NEU,84-86,4-Mar,Normal,170,170,857,734,206,29,6,19,130,150,103,65,54,0.281,0.371,0.414,131.8,6.2,0.134,0.348,0.786,0.285,0,2.3,0,104,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$3k,Normal,Average,Career,
30498,CF,42,Joe Curtis,,20,USA,"Hartford, CT","5' 10""",150 lbs,Right,Right,Maryland State,-,Great,CO Junior,1,FB,80-83,4-Mar,Normal,199,199,1006,875,288,61,39,29,196,248,107,67,129,0.329,0.402,0.587,221.7,9.1,0.258,0.415,0.99,0.329,0,8.7,0,166,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$800 ,Normal,Average,Career,
32380,3B,29,Jim Bob Daniels,,21,USA,"Atlanta, GA","5' 10""",150 lbs,Left,Right,Alabama Gulf Coast,-,Good,CO Junior,1,EX FB,80-83,SIDE,Normal,100,100,504,412,128,20,8,20,94,117,86,35,48,0.311,0.433,0.544,110.7,9.7,0.233,0.423,0.977,0.302,0,4.7,0,67,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$18k,Normal,Average,Career,
29270,SP,6,Harry Davis,,21,USA,"New York, NY","6' 1""",175 lbs,Right,Right,Chesapeake State,-,Great,CO Junior,6,FB,83-85,OTT,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,15,25,0,0,0,354.1,425,31,236,229,231,145,5.82,0.295,1.85,16.8,0.8,10.8,5.9,3.7,0.6,0,0,0,0,5.51,0,-1.2,-1.1,$900 ,Hard,Average,Career,
29235,SP,34,Jack F Davis,,17,USA,"New York, NY","6' 5""",185 lbs,Switch,Right,Pershing,Liberty College,Average,HS Senior,4,NEU,86-88,4-Mar,Normal,22,22,113,103,37,8,2,1,21,31,5,12,11,0.359,0.387,0.505,20.5,7.4,0.146,0.378,0.892,0.391,0,0.6,0,10,5,39,39,25,5,0,0,0,302.2,216,6,58,48,67,433,1.43,0.277,0.94,8.6,0.2,6.4,2,12.9,6.5,0,0,0,0,1.31,0,17.1,15.5,$2k,Extremely Hard,Average,Career,
29465,CF,22,Maury Davis,,18,USA,"Ashland, KY","6' 0""",170 lbs,Right,Right,Pickerington,Opelika State,Average,HS Senior,1,EX FB,80-83,OTT,Normal,78,78,395,341,168,33,6,4,94,138,26,13,43,0.493,0.542,0.66,132.6,18.4,0.167,0.513,1.202,0.497,0,6.8,0,39,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$3k,Extremely Hard,Average,Career,
